gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,TenureGroup,ChurnProbability,RevenueAtRisk,Segment
Female,0,No,No,1,Month-to-month,Mailed check,19.15,19.15,0,19.15,0-12,0.3989016800204175,7.638967172390994,Safe
Male,0,Yes,No,71,One year,Credit card (automatic),98.65,6962.85,0,7004.150000000001,60-72,0.43171439607867507,3023.792387294452,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),112.6,8126.65,0,8107.2,60-72,0.105055236104632,851.7038101474725,Loyal
Male,0,Yes,Yes,33,One year,Mailed check,20.6,690.25,0,679.8000000000001,24-36,0.06762052034050685,45.96842972747656,Safe
Male,0,No,No,2,Month-to-month,Electronic check,85.65,181.5,1,171.3,0-12,0.9000672893505955,154.18152666575702,At Risk
Male,0,No,Yes,24,Two year,Mailed check,35.75,830.8,0,858.0,12-24,0.08628488112564667,74.03242800580485,Safe
Female,0,Yes,Yes,56,One year,Credit card (automatic),99.75,5608.4,0,5586.0,48-60,0.28811439470862615,1609.4070088423857,Loyal
Male,0,No,No,37,Month-to-month,Credit card (automatic),96.1,3646.8,0,3555.7,36-48,0.7407881359326445,2634.020374935704,Critical
Female,0,No,No,43,One year,Credit card (automatic),85.1,3662.25,0,3659.2999999999997,36-48,0.19801035169286982,724.5792799497185,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,25.35,25.35,0,25.35,0-12,0.7528069298840475,19.083655672560607,At Risk
Female,0,Yes,No,25,Month-to-month,Bank transfer (automatic),104.95,2566.5,1,2623.75,24-36,0.7819702313108469,2051.6943944018344,Critical
Female,0,No,No,61,Two year,Electronic check,89.65,5308.7,0,5468.650000000001,60-72,0.04621856015249993,252.75312897796877,Loyal
Male,0,No,No,17,One year,Electronic check,86.75,1410.25,0,1474.75,12-24,0.49419826572617026,728.8188923796696,Loyal
Female,0,Yes,No,41,One year,Bank transfer (automatic),86.2,3339.05,0,3534.2000000000003,36-48,0.27725041131602174,979.8584036730841,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,50.65,50.65,1,50.65,0-12,0.6057833116625961,30.682924735710493,At Risk
Male,1,Yes,Yes,72,Two year,Bank transfer (automatic),64.8,4732.35,0,4665.599999999999,60-72,0.039919229035321406,186.24715498719553,Loyal
Male,0,No,No,1,Month-to-month,Credit card (automatic),90.85,90.85,1,90.85,0-12,0.880830729814108,80.02347180361171,At Risk
Male,0,No,No,48,Two year,Bank transfer (automatic),108.1,5067.45,0,5188.799999999999,36-48,0.3814634675601633,1979.337640476175,Loyal
Male,1,Yes,No,11,Month-to-month,Mailed check,19.95,214.75,1,219.45,0-12,0.36322295986501274,79.70927854237704,Safe
Female,1,Yes,No,55,Month-to-month,Electronic check,85.45,4874.7,1,4699.75,48-60,0.5954481174488693,2798.4572899803234,Critical
Female,0,No,No,42,One year,Electronic check,54.75,2348.45,0,2299.5,36-48,0.16750254036445733,385.1720915680696,Loyal
Male,0,No,No,44,Month-to-month,Mailed check,90.4,4063.0,0,3977.6000000000004,36-48,0.744571243474599,2961.606578044565,Critical
Male,0,No,Yes,1,Month-to-month,Electronic check,44.0,44.0,0,44.0,0-12,0.552397682146541,24.305498014447803,At Risk
Female,0,No,No,27,Month-to-month,Bank transfer (automatic),95.6,2595.25,0,2581.2,24-36,0.8329029815272525,2149.889175918144,Critical
Male,1,Yes,No,27,Month-to-month,Bank transfer (automatic),84.8,2309.55,0,2289.6,24-36,0.5839753261272511,1337.069906700954,Critical
Female,1,No,No,2,Month-to-month,Electronic check,44.3,89.3,0,88.6,0-12,0.7187430937875343,63.68063810957553,At Risk
Female,0,No,No,19,Month-to-month,Mailed check,19.9,367.55,0,378.09999999999997,12-24,0.24387181224449586,92.20793220964387,Safe
Female,1,Yes,No,42,Month-to-month,Electronic check,95.05,3944.5,0,3992.1,36-48,0.8238003773628743,3288.6934864703303,Critical
Female,0,No,No,66,Two year,Credit card (automatic),90.05,5965.95,0,5943.3,60-72,0.05501484664956513,326.96973809236044,Loyal
Male,1,Yes,No,33,Month-to-month,Bank transfer (automatic),109.9,3694.7,0,3626.7000000000003,24-36,0.705072005952443,2557.0846439877255,Critical
Female,0,No,No,34,Month-to-month,Credit card (automatic),73.95,2524.45,1,2514.3,24-36,0.5864845641707932,1474.5981396946254,Critical
Male,1,No,No,33,Month-to-month,Electronic check,54.6,1803.7,0,1801.8,24-36,0.6290833872399341,1133.4824471289132,Critical
Female,0,Yes,Yes,23,One year,Mailed check,20.05,415.1,0,461.15000000000003,12-24,0.09396493937033167,43.33193179062845,Safe
Female,0,No,No,32,One year,Bank transfer (automatic),19.75,624.15,0,632.0,24-36,0.06406667370414601,40.49013778102028,Safe
Female,0,No,No,11,One year,Credit card (automatic),20.05,237.7,0,220.55,0-12,0.15237156252388637,33.60554811464314,Safe
Male,0,Yes,Yes,69,Month-to-month,Credit card (automatic),99.45,7007.6,1,6862.05,60-72,0.5873211174373102,4030.2268739106944,Critical
Female,0,Yes,No,68,One year,Bank transfer (automatic),55.9,3848.8,0,3801.2,60-72,0.028329298817025384,107.68533066327689,Loyal
Male,0,No,No,20,Two year,Mailed check,19.7,419.4,0,394.0,12-24,0.09054205598851613,35.67357005947535,Safe
Male,0,No,No,72,Two year,Credit card (automatic),19.8,1468.75,0,1425.6000000000001,60-72,0.009759058860146582,13.912514311024967,Loyal
Male,0,Yes,Yes,60,One year,Bank transfer (automatic),95.4,5812.0,0,5724.0,48-60,0.2707455521728043,1549.747540637132,Loyal
Male,1,Yes,Yes,32,Month-to-month,Mailed check,93.95,2861.45,0,3006.4,24-36,0.7680543403946365,2309.0785689624354,Critical
Female,0,No,No,1,Month-to-month,Mailed check,19.9,19.9,1,19.9,0-12,0.4956578955094781,9.863592120638613,Safe
Male,0,No,No,1,Month-to-month,Mailed check,19.6,19.6,1,19.6,0-12,0.5001903905329969,9.80373165444674,At Risk
Male,1,No,No,3,Month-to-month,Electronic check,81.35,233.7,1,244.04999999999998,0-12,0.8740982522653906,213.32367846536857,At Risk
Female,0,Yes,No,46,One year,Bank transfer (automatic),24.45,1066.15,0,1124.7,36-48,0.07097655489063898,79.82733128550166,Safe
Female,0,Yes,No,29,Month-to-month,Electronic check,74.95,2149.05,0,2173.55,24-36,0.747210519261189,1624.0994241401575,Critical
Male,0,No,No,51,Month-to-month,Electronic check,87.35,4473.0,0,4454.849999999999,48-60,0.45843622514172944,2042.2646175726331,Loyal
Female,1,Yes,No,48,Month-to-month,Bank transfer (automatic),70.65,3545.05,0,3391.2000000000003,36-48,0.5616979594514303,1904.8301200916906,Critical
Female,0,Yes,Yes,16,Month-to-month,Bank transfer (automatic),73.25,1195.75,0,1172.0,12-24,0.5568348449164704,652.6104382421033,At Risk
Male,0,Yes,No,70,Two year,Bank transfer (automatic),98.7,6858.9,0,6909.0,60-72,0.130338021674117,900.5053917464744,Loyal
Female,0,Yes,Yes,40,Two year,Mailed check,24.8,1024.7,0,992.0,36-48,0.04438985639599178,44.03473754482385,Safe
Female,0,Yes,Yes,22,Month-to-month,Electronic check,83.3,1845.9,1,1832.6,12-24,0.62596524836599,1147.1439141555131,Critical
Female,1,No,No,1,Month-to-month,Bank transfer (automatic),75.3,75.3,1,75.3,0-12,0.8354912269999664,62.91248939309747,At Risk
Female,0,Yes,Yes,5,Month-to-month,Mailed check,24.3,132.25,0,121.5,0-12,0.46364241679367746,56.33255364043181,Safe
Female,0,No,No,7,Month-to-month,Bank transfer (automatic),69.85,515.45,0,488.94999999999993,0-12,0.785646923095901,384.14206304774075,At Risk
Male,0,No,Yes,29,One year,Credit card (automatic),100.55,2830.45,0,2915.95,24-36,0.36490907418779783,1064.056614877909,Loyal
Male,0,Yes,Yes,44,One year,Mailed check,25.7,1110.5,0,1130.8,36-48,0.05872756977001486,66.40913589593279,Safe
Female,0,No,No,10,Month-to-month,Bank transfer (automatic),40.7,449.3,0,407.0,0-12,0.4662041331123729,189.74508217673576,Safe
Female,1,Yes,No,55,Month-to-month,Bank transfer (automatic),51.65,2838.55,0,2840.75,48-60,0.2527461120420877,717.9885177835606,Loyal
Male,1,Yes,No,52,One year,Bank transfer (automatic),105.1,5376.4,0,5465.2,48-60,0.5646437738184369,3085.891152672521,Critical
Female,0,Yes,Yes,10,Month-to-month,Electronic check,85.95,858.6,0,859.5,0-12,0.7998631859174047,687.4824082960093,At Risk
Male,0,No,No,18,Month-to-month,Bank transfer (automatic),75.6,1395.05,0,1360.8,12-24,0.7830986219953044,1065.6406048112103,At Risk
Female,0,Yes,No,68,One year,Bank transfer (automatic),58.25,3975.7,0,3961.0,60-72,0.03430318203596821,135.87490404447007,Loyal
Female,0,Yes,Yes,61,Month-to-month,Mailed check,19.4,1182.55,1,1183.3999999999999,60-72,0.060897723074232184,72.06636548604635,Safe
Female,0,Yes,Yes,72,Two year,Credit card (automatic),65.2,4784.45,0,4694.400000000001,60-72,0.03637502919607041,170.75893705803296,Loyal
Male,0,No,No,2,Month-to-month,Electronic check,53.45,119.5,0,106.9,0-12,0.4772432499100902,51.017303415388646,Safe
Male,0,No,No,12,Month-to-month,Bank transfer (automatic),45.4,518.9,1,544.8,0-12,0.575374051702999,313.46378336779384,At Risk
Male,0,Yes,No,41,Two year,Electronic check,19.75,899.45,0,809.75,36-48,0.03866116278739322,31.30587656709166,Safe
Female,0,No,No,26,Month-to-month,Credit card (automatic),44.45,1183.8,0,1155.7,24-36,0.5423179828857367,626.756892821046,At Risk
Male,0,Yes,No,36,One year,Bank transfer (automatic),20.85,720.05,0,750.6,24-36,0.06068979360714488,45.55375908152295,Safe
Male,0,Yes,Yes,72,Two year,Credit card (automatic),114.05,8468.2,0,8211.6,60-72,0.11425360570266486,938.2049085880028,Loyal
Male,0,Yes,No,35,Month-to-month,Bank transfer (automatic),89.85,3161.2,0,3144.75,24-36,0.6790423544531796,2135.4184441666366,Critical
Male,0,No,No,1,Month-to-month,Mailed check,55.05,55.05,0,55.05,0-12,0.5347072598537611,29.43563465494955,At Risk
Female,0,Yes,Yes,16,Month-to-month,Electronic check,112.95,1882.55,0,1807.2,12-24,0.7529445638650789,1360.7214158169706,Critical
Female,1,No,No,49,Month-to-month,Credit card (automatic),101.55,5070.4,0,4975.95,48-60,0.6339178685369358,3154.3436179463656,Critical
Female,0,Yes,No,54,One year,Mailed check,114.65,6049.5,0,6191.1,48-60,0.3773431779609401,2336.1693490739763,Loyal
Female,0,No,Yes,18,Month-to-month,Electronic check,64.8,1166.7,0,1166.3999999999999,12-24,0.4349794512925808,507.3600319876662,Safe
Female,0,Yes,No,36,Month-to-month,Electronic check,80.4,2937.65,0,2894.4,24-36,0.6385551487854519,1848.2340226446122,Critical
Female,0,No,No,60,Month-to-month,Electronic check,105.9,6396.45,1,6354.0,48-60,0.6895157785390169,4381.183256836914,Critical
Female,0,No,No,1,Month-to-month,Mailed check,69.55,69.55,1,69.55,0-12,0.7945728802465986,55.26254382115093,At Risk
Female,0,Yes,Yes,52,Two year,Bank transfer (automatic),25.05,1270.25,0,1302.6000000000001,48-60,0.02201269190422495,28.673732474443423,Safe
Male,0,Yes,Yes,8,Month-to-month,Electronic check,94.75,759.55,0,758.0,0-12,0.8529831823711881,646.5612522373606,At Risk
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),105.5,7611.55,0,7596.0,60-72,0.05727226994573071,435.04016250777045,Loyal
Female,0,No,No,64,One year,Mailed check,24.7,1642.75,0,1580.8,60-72,0.031088758829069724,49.145109956993416,Loyal
Female,1,No,No,22,Month-to-month,Mailed check,69.75,1545.4,0,1534.5,12-24,0.4489368349627723,688.8935732503741,Loyal
Male,0,Yes,No,60,Month-to-month,Bank transfer (automatic),60.2,3582.4,0,3612.0,48-60,0.3123398100696715,1128.1713939716535,Loyal
Female,0,Yes,Yes,28,Month-to-month,Electronic check,81.05,2227.1,1,2269.4,24-36,0.7204015081782913,1634.8791826598144,Critical
Female,0,Yes,No,61,Two year,Mailed check,24.4,1417.9,0,1488.3999999999999,60-72,0.016772677030611728,24.964452492362494,Loyal
Female,0,No,No,24,Month-to-month,Electronic check,104.15,2494.65,0,2499.6000000000004,12-24,0.8352222938472982,2087.7216457007066,Critical
Male,0,Yes,Yes,28,One year,Bank transfer (automatic),92.9,2768.35,0,2601.2000000000003,24-36,0.27889062817690935,725.4503020137766,Loyal
Female,0,Yes,Yes,30,Two year,Bank transfer (automatic),80.8,2369.3,0,2424.0,24-36,0.08770933957076511,212.60743911953463,Loyal
Male,0,Yes,No,2,Month-to-month,Mailed check,20.0,38.0,0,40.0,0-12,0.4116584284218633,16.466337136874532,Safe
Male,0,No,No,1,Month-to-month,Electronic check,75.1,75.1,0,75.1,0-12,0.8752033188741932,65.7277692474519,At Risk
Male,0,No,Yes,6,Month-to-month,Mailed check,19.65,100.9,0,117.89999999999999,0-12,0.3060217244757087,36.07996131568605,Safe
Female,0,Yes,No,24,Month-to-month,Bank transfer (automatic),69.45,1614.05,0,1666.8000000000002,12-24,0.5771719954659831,962.0302820427007,Critical
Male,0,Yes,Yes,4,Month-to-month,Electronic check,101.15,385.9,1,404.6,0-12,0.8594758505005526,347.74392911252363,At Risk
Male,0,No,No,7,Month-to-month,Electronic check,99.8,673.25,1,698.6,0-12,0.8951911975582288,625.3805706141787,At Risk
Male,1,Yes,No,72,Two year,Bank transfer (automatic),116.05,8404.9,0,8355.6,60-72,0.16262959896885573,1358.867877144171,Loyal
Male,0,No,No,70,Two year,Mailed check,40.05,2799.75,0,2803.5,60-72,0.05936010802343964,166.41606284371304,Loyal
Male,1,Yes,No,64,Two year,Electronic check,102.1,6538.45,0,6534.4,60-72,0.20420360090288678,1334.3480097398233,Loyal
Male,0,Yes,Yes,72,One year,Electronic check,89.7,6588.95,0,6458.400000000001,60-72,0.28510054813338664,1841.2933800646645,Loyal
Female,0,No,Yes,44,Two year,Mailed check,19.9,868.1,0,875.5999999999999,36-48,0.01911132825435489,16.733879019513143,Safe
Female,0,Yes,Yes,13,Month-to-month,Electronic check,55.95,734.35,1,727.35,12-24,0.5357311283472445,389.66403620336825,At Risk
Female,1,No,No,17,One year,Mailed check,20.65,330.6,0,351.04999999999995,12-24,0.166078671772734,58.301917725818264,Safe
Male,0,No,No,1,Month-to-month,Electronic check,55.0,55.0,1,55.0,0-12,0.7554095150463794,41.54752332755087,At Risk
Male,0,Yes,No,9,Month-to-month,Mailed check,70.05,564.4,0,630.4499999999999,0-12,0.7678823663793592,484.111437883867,At Risk
Male,0,Yes,No,24,Month-to-month,Mailed check,53.6,1315.35,0,1286.4,12-24,0.25493270726430395,327.9454346248006,Safe
Female,0,Yes,Yes,1,Month-to-month,Electronic check,74.7,74.7,1,74.7,0-12,0.7811694604717634,58.35335869724073,At Risk
Male,0,No,No,24,Month-to-month,Electronic check,80.25,1861.5,1,1926.0,12-24,0.7494911877440563,1443.5200275950524,Critical
Male,1,Yes,Yes,35,Month-to-month,Electronic check,76.05,2747.2,0,2661.75,24-36,0.45096114990509345,1200.3458407598825,Loyal
Female,0,Yes,Yes,7,Month-to-month,Electronic check,75.7,554.05,0,529.9,0-12,0.4204862910951348,222.81568565131192,Safe
Male,0,No,No,5,Month-to-month,Electronic check,96.1,453.4,1,480.5,0-12,0.8526452935968787,409.6960635733002,At Risk
Female,0,No,Yes,15,Month-to-month,Bank transfer (automatic),69.0,994.8,1,1035.0,12-24,0.5971400845956911,618.0399875565403,At Risk
Male,0,Yes,Yes,11,Two year,Mailed check,19.65,225.75,0,216.14999999999998,0-12,0.07501556818558375,16.214615063313925,Safe
Female,0,Yes,No,48,Month-to-month,Bank transfer (automatic),45.3,2145.0,1,2174.3999999999996,36-48,0.33172188078501,721.2960575789257,Loyal
Female,1,No,No,20,Month-to-month,Electronic check,81.45,1671.6,0,1629.0,12-24,0.8301978549852407,1352.3923057709571,Critical
Female,0,Yes,No,72,One year,Bank transfer (automatic),108.5,8003.8,0,7812.0,60-72,0.30889575214152853,2413.093615729621,Loyal
Female,0,Yes,Yes,8,Month-to-month,Electronic check,83.55,680.05,1,668.4,0-12,0.7839217253013891,523.9732811914485,At Risk
Male,0,Yes,Yes,72,Two year,Credit card (automatic),84.5,6130.85,0,6084.0,60-72,0.15786903381294712,960.4752017179703,Loyal
Female,0,No,No,15,Month-to-month,Electronic check,100.15,1415.0,0,1502.25,12-24,0.8714736544641545,1309.171297418776,Critical
Male,0,No,No,72,Two year,Bank transfer (automatic),88.6,6201.95,0,6379.2,60-72,0.07329446465516189,467.5600489282087,Loyal
Female,0,Yes,Yes,0,Two year,Bank transfer (automatic),52.55,0.0,0,0.0,0-12,0.26248497870508597,0.0,Safe
Male,0,No,Yes,1,Month-to-month,Electronic check,74.35,74.35,1,74.35,0-12,0.8425022537356005,62.64004256524189,At Risk
Male,0,Yes,Yes,63,Two year,Bank transfer (automatic),104.8,6597.25,0,6602.4,60-72,0.23152289365795453,1528.606753087279,Loyal
Female,0,No,No,2,Month-to-month,Electronic check,59.0,114.15,0,118.0,0-12,0.701683765737933,82.7986843570761,At Risk
Female,0,Yes,No,2,Month-to-month,Electronic check,74.4,139.4,1,148.8,0-12,0.7672951053058202,114.17351166950606,At Risk
Male,1,Yes,No,61,One year,Bank transfer (automatic),64.05,3902.6,0,3907.0499999999997,60-72,0.13359991248250808,521.9815380647832,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,20.4,20.4,0,20.4,0-12,0.41612610692403895,8.488972581250394,Safe
Male,0,No,No,22,One year,Bank transfer (automatic),43.75,903.6,1,962.5,12-24,0.425305702957556,409.35673909664763,Safe
Male,0,Yes,No,28,Month-to-month,Mailed check,60.9,1785.65,0,1705.2,24-36,0.22208397890122816,378.6976008223743,Loyal
Female,0,Yes,No,70,Two year,Bank transfer (automatic),19.8,1397.65,0,1386.0,60-72,0.006831471813646289,9.468419933713756,Safe
Female,1,No,No,5,Month-to-month,Electronic check,28.45,131.05,1,142.25,0-12,0.6869887645790952,97.72415176137629,At Risk
Female,0,No,No,12,Month-to-month,Bank transfer (automatic),99.7,1238.45,1,1196.4,0-12,0.7454535011673236,891.860568796586,At Risk
Male,0,No,No,34,One year,Credit card (automatic),116.25,3899.05,0,3952.5,24-36,0.3778936505517131,1493.624653805646,Loyal
Female,1,Yes,No,71,Two year,Credit card (automatic),80.7,5676.0,0,5729.7,60-72,0.119769224449556,686.241725328621,Loyal
Female,0,Yes,Yes,70,One year,Bank transfer (automatic),65.2,4543.15,0,4564.0,60-72,0.055217237562276165,252.01147223422842,Loyal
Female,0,Yes,Yes,52,Month-to-month,Bank transfer (automatic),84.05,4326.8,0,4370.599999999999,48-60,0.24643904311395326,1077.086481833844,Loyal
Male,0,No,Yes,69,Two year,Credit card (automatic),79.45,5502.55,0,5482.05,60-72,0.027269176818847666,149.49099077976385,Loyal
Female,1,No,No,20,Month-to-month,Electronic check,94.1,1782.4,1,1882.0,12-24,0.8302801464841839,1562.5872356832342,Critical
Male,0,No,Yes,11,Month-to-month,Mailed check,78.0,851.8,0,858.0,0-12,0.7956648129902709,682.6804095456524,At Risk
Male,0,Yes,No,2,Month-to-month,Electronic check,94.2,167.5,1,188.4,0-12,0.8591182869834779,161.85788526768724,At Risk
Female,0,Yes,Yes,6,Month-to-month,Electronic check,80.5,502.85,1,483.0,0-12,0.7672910280169738,370.6015665321983,At Risk
Female,0,No,No,1,Month-to-month,Mailed check,19.85,19.85,0,19.85,0-12,0.4046781065440043,8.032860414898487,Safe
Male,1,Yes,Yes,20,One year,Credit card (automatic),94.3,1818.3,0,1886.0,12-24,0.3272985414804589,617.2850492321455,Loyal
Male,0,No,No,61,Month-to-month,Electronic check,106.45,6300.15,0,6493.45,60-72,0.6271033764237646,4072.064419638894,Critical
Female,1,Yes,No,5,Month-to-month,Electronic check,74.35,334.8,1,371.75,0-12,0.8779773002314674,326.388061361048,At Risk
Female,0,No,No,56,Month-to-month,Bank transfer (automatic),105.45,5916.95,0,5905.2,48-60,0.5929173274368164,3501.2954019798876,Critical
Male,0,No,No,30,Month-to-month,Credit card (automatic),95.0,2852.4,0,2850.0,24-36,0.5093812495090405,1451.7365611007654,Critical
Male,0,No,No,40,Month-to-month,Bank transfer (automatic),104.8,4131.95,1,4192.0,36-48,0.6267422067500751,2627.303330696315,Critical
Female,0,No,No,28,One year,Mailed check,54.3,1546.3,0,1520.3999999999999,24-36,0.11782201089617468,179.13658536654398,Loyal
Female,1,Yes,No,5,Month-to-month,Electronic check,70.05,302.6,0,350.25,0-12,0.7964755875082221,278.9655745247548,At Risk
Female,1,Yes,No,27,Month-to-month,Bank transfer (automatic),75.2,1929.35,1,2030.4,24-36,0.610446021819433,1239.4496027021767,Critical
Male,0,No,No,12,Month-to-month,Credit card (automatic),20.05,265.45,0,240.60000000000002,0-12,0.2757676328491617,66.34969246350832,Safe
Male,0,Yes,Yes,67,One year,Electronic check,105.4,6989.45,0,7061.8,60-72,0.41225634218863205,2911.271837267682,Loyal
Male,1,Yes,No,29,Month-to-month,Electronic check,51.6,1442.0,0,1496.4,24-36,0.5950769237573903,890.4731087105589,Critical
Male,0,Yes,Yes,55,Month-to-month,Bank transfer (automatic),85.5,4713.4,0,4702.5,48-60,0.4846034076996972,2278.847524707826,Loyal
Female,0,No,No,23,Month-to-month,Bank transfer (automatic),75.6,1758.6,1,1738.8,12-24,0.6754958783655409,1174.5522333020026,Critical
Male,0,Yes,No,34,Month-to-month,Electronic check,100.05,3480.0,1,3401.7,24-36,0.8337738915394435,2836.2486468497245,Critical
Male,0,No,No,52,One year,Electronic check,91.25,4738.3,0,4745.0,48-60,0.2582174713819978,1225.2419017075795,Loyal
Male,1,Yes,Yes,72,Two year,Credit card (automatic),115.75,8399.15,0,8334.0,60-72,0.139949708291104,1166.3408688980608,Loyal
Male,0,Yes,Yes,58,One year,Credit card (automatic),94.7,5430.35,0,5492.6,48-60,0.2773458588985808,1523.3498645863451,Loyal
Male,0,Yes,Yes,35,Two year,Mailed check,19.6,686.95,0,686.0,24-36,0.02899867808651804,19.893093167351374,Safe
Female,1,No,No,56,Two year,Bank transfer (automatic),99.9,5706.3,0,5594.400000000001,48-60,0.20339202679705615,1137.856354713451,Loyal
Female,0,Yes,Yes,24,Two year,Credit card (automatic),21.1,490.65,0,506.40000000000003,12-24,0.0561827294621914,28.450934199653727,Safe
Male,0,Yes,Yes,70,Two year,Credit card (automatic),20.05,1360.25,0,1403.5,60-72,0.006006211246810384,8.429717484898374,Loyal
Male,0,No,No,2,Month-to-month,Electronic check,79.95,174.45,0,159.9,0-12,0.8711992470825592,139.30475960850123,At Risk
Male,1,Yes,Yes,68,One year,Credit card (automatic),107.15,7379.8,0,7286.200000000001,60-72,0.3985532674602587,2903.938817368937,Loyal
Female,0,No,No,1,Month-to-month,Electronic check,85.0,85.0,1,85.0,0-12,0.899067398074033,76.42072883629281,At Risk
Male,0,No,No,12,Month-to-month,Electronic check,89.55,1021.75,0,1074.6,0-12,0.8611802272227059,925.4242721735197,At Risk
Female,0,Yes,No,63,Month-to-month,Bank transfer (automatic),81.55,5029.05,0,5137.65,60-72,0.45842567799759315,2355.2306845643343,Loyal
Female,0,Yes,Yes,33,One year,Mailed check,58.45,1955.4,0,1928.8500000000001,24-36,0.13480310051902078,260.01496043611326,Loyal
Female,0,Yes,No,69,One year,Credit card (automatic),95.65,6744.2,0,6599.85,60-72,0.35931099573460773,2371.398675199051,Loyal
Female,0,Yes,Yes,60,Two year,Bank transfer (automatic),80.6,4946.7,0,4836.0,48-60,0.05417778445055187,262.00376560286884,Loyal
Female,0,Yes,Yes,72,Two year,Bank transfer (automatic),113.1,8248.5,0,8143.2,60-72,0.09808800751975064,798.7502628348334,Loyal
Female,0,No,No,11,Month-to-month,Mailed check,58.95,601.6,0,648.45,0-12,0.7429400347768155,481.75946555102604,At Risk
Female,0,No,No,1,Month-to-month,Mailed check,19.55,19.55,0,19.55,0-12,0.4021991604300451,7.8629935864073826,Safe
Male,0,No,No,10,Month-to-month,Bank transfer (automatic),86.05,834.1,1,860.5,0-12,0.8601066475003525,740.1217701740533,At Risk
Male,0,No,No,13,Month-to-month,Credit card (automatic),45.55,597.0,1,592.15,12-24,0.5784819710729131,342.5480991708255,At Risk
Male,0,Yes,Yes,34,One year,Bank transfer (automatic),78.95,2647.2,0,2684.3,24-36,0.44700553119422787,1199.896947384666,Loyal
Male,0,Yes,Yes,39,Month-to-month,Mailed check,86.3,3266.0,1,3365.7,36-48,0.644411376051742,2168.895368377348,Critical
Female,0,No,No,65,One year,Bank transfer (automatic),105.05,6744.25,0,6828.25,60-72,0.34510535040030627,2356.465608870891,Loyal
Male,1,Yes,No,50,One year,Bank transfer (automatic),101.9,5265.5,0,5095.0,48-60,0.4139773758656263,2109.214730035366,Loyal
Male,0,No,No,15,Month-to-month,Mailed check,19.75,311.6,0,296.25,12-24,0.28086505794393063,83.20627341588946,Safe
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),110.3,7966.9,0,7941.599999999999,60-72,0.14475752945177722,1149.6063958942339,Loyal
Female,0,Yes,Yes,72,Two year,Bank transfer (automatic),115.6,8220.4,0,8323.199999999999,60-72,0.10712655426748516,891.6357364791323,Loyal
Male,0,Yes,Yes,55,Two year,Bank transfer (automatic),19.35,1153.25,0,1064.25,48-60,0.010091317339383786,10.739684478439194,Safe
Female,0,Yes,Yes,23,Two year,Credit card (automatic),25.6,514.75,0,588.8000000000001,12-24,0.07428599761856883,43.73959539781333,Safe
Male,0,No,No,32,Month-to-month,Bank transfer (automatic),80.35,2596.15,1,2571.2,24-36,0.670081395895397,1722.9132851262445,Critical
Female,0,Yes,Yes,56,One year,Bank transfer (automatic),68.75,3808.0,0,3850.0,48-60,0.1113449112978324,428.67790849665477,Loyal
Female,0,No,No,1,Month-to-month,Bank transfer (automatic),19.9,19.9,0,19.9,0-12,0.3482090233866732,6.929359565394797,Safe
Male,0,No,No,38,One year,Mailed check,70.6,2708.2,0,2682.7999999999997,36-48,0.11133624390100826,298.6928751376249,Loyal
Male,0,No,No,11,Month-to-month,Electronic check,70.2,760.05,0,772.2,0-12,0.731714760938118,565.0301383964148,At Risk
Male,0,No,No,1,Month-to-month,Electronic check,49.3,49.3,0,49.3,0-12,0.6101104072311191,30.07844307649417,At Risk
Male,0,Yes,No,56,One year,Electronic check,107.25,6033.3,0,6006.0,48-60,0.480721389409462,2887.2126647932287,Loyal
Male,0,Yes,No,3,Month-to-month,Mailed check,23.6,89.05,0,70.80000000000001,0-12,0.5462416956916811,38.673912054971034,At Risk
Male,0,Yes,Yes,7,Month-to-month,Credit card (automatic),69.7,516.15,0,487.90000000000003,0-12,0.5216482988175918,254.51220499310304,At Risk
Male,0,Yes,Yes,59,Two year,Credit card (automatic),99.5,5861.75,0,5870.5,48-60,0.2840214563413982,1667.3479594521782,Loyal
Male,0,No,No,7,Month-to-month,Bank transfer (automatic),64.3,445.95,0,450.09999999999997,0-12,0.4829435050567513,217.37287162604375,Safe
Male,0,Yes,Yes,71,Two year,Credit card (automatic),70.85,4973.4,0,5030.349999999999,60-72,0.02276570220332606,114.51945007850124,Loyal
Male,0,Yes,Yes,15,One year,Electronic check,101.9,1667.25,0,1528.5,12-24,0.4413478670045386,674.6002147164372,Loyal
Male,0,Yes,No,71,Two year,Credit card (automatic),73.5,5357.75,0,5218.5,60-72,0.022508944036104744,117.46292445241261,Loyal
Female,0,No,No,35,Month-to-month,Electronic check,100.25,3527.6,1,3508.75,24-36,0.820999130526408,2880.680699234534,Critical
Female,0,No,No,11,One year,Credit card (automatic),40.4,422.6,0,444.4,0-12,0.39061376621083393,173.5887577040946,Safe
Female,0,Yes,Yes,60,Two year,Credit card (automatic),19.25,1103.25,0,1155.0,48-60,0.012205325123757275,14.097150517939653,Safe
